"No.","Time","Source","Destination","Protocol","Length","Source Port","Destination Port","Info"
"7648","113.323125553","10.43.1.228","124.124.201.170","TCP","66","54070","80","[TCP Keep-Alive] 54070  >  80 [ACK] Seq=302 Ack=442 Win=501 Len=0 TSval=1713378877 TSecr=1056784696"
"7649","113.323206840","124.124.201.170","10.43.1.228","TCP","66","80","54070","[TCP Keep-Alive ACK] 80  >  54070 [ACK] Seq=442 Ack=303 Win=1014 Len=0 TSval=1056794936 TSecr=1713307234"
"7996","119.036481180","10.21.2.12","10.43.1.1","TCP","66","56032","7680","56032  >  7680 [SYN] Seq=0 Win=64260 Len=0 MSS=1428 WS=256 SACK_PERM=1"
"8053","120.036247826","10.21.2.12","10.43.1.1","TCP","66","56032","7680","[TCP Retransmission] 56032  >  7680 [SYN] Seq=0 Win=64260 Len=0 MSS=1428 WS=256 SACK_PERM=1"
"8086","120.747314008","10.43.1.228","13.224.21.66","TCP","66","60270","443","[TCP Keep-Alive] 60270  >  443 [ACK] Seq=436 Ack=581 Win=623 Len=0 TSval=2529210424 TSecr=4029108393"
"8087","120.747430268","13.224.21.66","10.43.1.228","TCP","66","443","60270","[TCP Keep-Alive ACK] 443  >  60270 [ACK] Seq=581 Ack=437 Win=890 Len=0 TSval=4029118632 TSecr=2529097940"
"8131","121.515323835","10.43.1.228","117.18.237.29","TCP","66","48510","80","[TCP Keep-Alive] 48510  >  80 [ACK] Seq=380 Ack=869 Win=501 Len=0 TSval=1007558914 TSecr=2798394397"
"8132","121.515372212","10.43.1.228","117.18.237.29","TCP","66","48512","80","[TCP Keep-Alive] 48512  >  80 [ACK] Seq=380 Ack=869 Win=501 Len=0 TSval=1007558914 TSecr=4171444856"
"8133","121.515491382","117.18.237.29","10.43.1.228","TCP","66","80","48510","[TCP Keep-Alive ACK] 80  >  48510 [ACK] Seq=869 Ack=381 Win=1012 Len=0 TSval=2798404637 TSecr=1007477205"
"8134","121.515693955","117.18.237.29","10.43.1.228","TCP","66","80","48512","[TCP Keep-Alive ACK] 80  >  48512 [ACK] Seq=869 Ack=381 Win=1012 Len=0 TSval=4171455096 TSecr=1007477205"
"8155","122.036985691","10.21.2.12","10.43.1.1","TCP","66","56032","7680","[TCP Retransmission] 56032  >  7680 [SYN] Seq=0 Win=64260 Len=0 MSS=1428 WS=256 SACK_PERM=1"
"8321","123.307324539","10.43.1.228","124.124.201.170","TCP","66","54068","80","[TCP Keep-Alive] 54068  >  80 [ACK] Seq=297 Ack=442 Win=501 Len=0 TSval=1713388861 TSecr=3326443188"
"8322","123.307546685","124.124.201.170","10.43.1.228","TCP","66","80","54068","[TCP Keep-Alive ACK] 80  >  54068 [ACK] Seq=442 Ack=298 Win=1014 Len=0 TSval=3326453428 TSecr=1713307179"
"8333","123.563336646","10.43.1.228","124.124.201.170","TCP","66","54070","80","[TCP Keep-Alive] 54070  >  80 [ACK] Seq=302 Ack=442 Win=501 Len=0 TSval=1713389117 TSecr=1056794936"
"8334","123.563460327","124.124.201.170","10.43.1.228","TCP","66","80","54070","[TCP Keep-Alive ACK] 80  >  54070 [ACK] Seq=442 Ack=303 Win=1014 Len=0 TSval=1056805176 TSecr=1713307234"
"8360","123.917981372","10.43.1.228","13.224.21.66","TLSv1.2","97","60270","443","Encrypted Alert"
"8361","123.918064231","10.43.1.228","13.224.21.66","TCP","66","60270","443","60270  >  443 [FIN, ACK] Seq=468 Ack=581 Win=623 Len=0 TSval=2529213595 TSecr=4029118632"
"8362","123.918084646","13.224.21.66","10.43.1.228","TCP","66","443","60270","443  >  60270 [ACK] Seq=581 Ack=468 Win=890 Len=0 TSval=4029121802 TSecr=2529213595"
"8363","123.919206769","13.224.21.66","10.43.1.228","TCP","66","443","60270","443  >  60270 [ACK] Seq=581 Ack=469 Win=890 Len=0 TSval=4029121802 TSecr=2529213595"
"8364","123.919265655","13.224.21.66","10.43.1.228","TCP","66","443","60270","443  >  60270 [FIN, ACK] Seq=581 Ack=469 Win=890 Len=0 TSval=4029121802 TSecr=2529213595"
"8365","123.919314493","10.43.1.228","13.224.21.66","TCP","66","60270","443","60270  >  443 [ACK] Seq=469 Ack=582 Win=623 Len=0 TSval=2529213596 TSecr=4029121802"
"8533","126.037388084","10.21.2.12","10.43.1.1","TCP","66","56032","7680","[TCP Retransmission] 56032  >  7680 [SYN] Seq=0 Win=64260 Len=0 MSS=1428 WS=256 SACK_PERM=1"
"8675","128.336936100","10.43.1.228","35.162.83.120","TCP","74","54246","443","54246  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=4196480609 TSecr=0 WS=128"
"8676","128.337036873","10.43.1.228","35.162.83.120","TCP","74","54248","443","54248  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=4196480609 TSecr=0 WS=128"
"8677","128.337040279","35.162.83.120","10.43.1.228","TCP","74","443","54246","443  >  54246 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460 WS=64 SACK_PERM=1 TSval=2932472995 TSecr=4196480609"
"8678","128.337075114","10.43.1.228","35.162.83.120","TCP","66","54246","443","54246  >  443 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=4196480609 TSecr=2932472995"
"8679","128.337123478","35.162.83.120","10.43.1.228","TCP","74","443","54248","443  >  54248 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460 WS=64 SACK_PERM=1 TSval=3726856973 TSecr=4196480609"
"8680","128.337152106","10.43.1.228","35.162.83.120","TCP","66","54248","443","54248  >  443 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=4196480609 TSecr=3726856973"
"8681","128.337207189","10.43.1.228","35.162.83.120","TLSv1.2","276","54246","443","Client Hello"
"8682","128.337358683","35.162.83.120","10.43.1.228","TCP","66","443","54246","443  >  54246 [ACK] Seq=1 Ack=211 Win=65280 Len=0 TSval=2932472995 TSecr=4196480609"
"8683","128.337435397","10.43.1.228","35.162.83.120","TLSv1.2","276","54248","443","Client Hello"
"8684","128.337542733","35.162.83.120","10.43.1.228","TCP","66","443","54248","443  >  54248 [ACK] Seq=1 Ack=211 Win=65280 Len=0 TSval=3726856973 TSecr=4196480609"
"8788","129.762061286","35.162.83.120","10.43.1.228","TLSv1.2","1354","443","54246","Server Hello"
"8789","129.762166743","10.43.1.228","35.162.83.120","TCP","66","54246","443","54246  >  443 [ACK] Seq=211 Ack=1289 Win=64128 Len=0 TSval=4196482034 TSecr=2932474415"
"8790","129.762181965","35.162.83.120","10.43.1.228","TCP","1354","443","54246","443  >  54246 [PSH, ACK] Seq=1289 Ack=211 Win=65280 Len=1288 TSval=2932474415 TSecr=4196480609 [TCP segment of a reassembled PDU]"
"8791","129.762201974","10.43.1.228","35.162.83.120","TCP","66","54246","443","54246  >  443 [ACK] Seq=211 Ack=2577 Win=63616 Len=0 TSval=4196482034 TSecr=2932474415"
"8792","129.762210017","35.162.83.120","10.43.1.228","TLSv1.2","1070","443","54246","Certificate, Server Key Exchange, Server Hello Done"
"8793","129.762228058","10.43.1.228","35.162.83.120","TCP","66","54246","443","54246  >  443 [ACK] Seq=211 Ack=3581 Win=62976 Len=0 TSval=4196482034 TSecr=2932474415"
"8794","129.768400747","10.43.1.228","35.162.83.120","TLSv1.2","192","54246","443","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"8796","129.768565416","35.162.83.120","10.43.1.228","TCP","66","443","54246","443  >  54246 [ACK] Seq=3581 Ack=337 Win=65152 Len=0 TSval=2932474425 TSecr=4196482040"
"8798","129.768847628","10.43.1.228","117.18.237.29","OCSP","445","48510","80","Request"
"8800","129.768975113","117.18.237.29","10.43.1.228","TCP","66","80","48510","80  >  48510 [ACK] Seq=869 Ack=760 Win=1006 Len=0 TSval=2798412887 TSecr=1007567168"
"8806","129.782570262","35.162.83.120","10.43.1.228","TLSv1.2","1354","443","54248","Server Hello"
"8807","129.782614410","10.43.1.228","35.162.83.120","TCP","66","54248","443","54248  >  443 [ACK] Seq=211 Ack=1289 Win=64128 Len=0 TSval=4196482055 TSecr=3726858413"
"8808","129.782620555","35.162.83.120","10.43.1.228","TCP","1354","443","54248","443  >  54248 [PSH, ACK] Seq=1289 Ack=211 Win=65280 Len=1288 TSval=3726858413 TSecr=4196480609 [TCP segment of a reassembled PDU]"
"8809","129.782628255","10.43.1.228","35.162.83.120","TCP","66","54248","443","54248  >  443 [ACK] Seq=211 Ack=2577 Win=63616 Len=0 TSval=4196482055 TSecr=3726858413"
"8810","129.782916469","35.162.83.120","10.43.1.228","TLSv1.2","1070","443","54248","Certificate, Server Key Exchange, Server Hello Done"
"8811","129.782946009","10.43.1.228","35.162.83.120","TCP","66","54248","443","54248  >  443 [ACK] Seq=211 Ack=3581 Win=64128 Len=0 TSval=4196482055 TSecr=3726858423"
"8813","129.789110140","10.43.1.228","35.162.83.120","TLSv1.2","192","54248","443","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"8814","129.789217805","35.162.83.120","10.43.1.228","TCP","66","443","54248","443  >  54248 [ACK] Seq=3581 Ack=337 Win=65152 Len=0 TSval=3726858423 TSecr=4196482061"
"8815","129.789263353","10.43.1.228","117.18.237.29","OCSP","445","48512","80","Request"
"8816","129.789390839","117.18.237.29","10.43.1.228","TCP","66","80","48512","80  >  48512 [ACK] Seq=869 Ack=760 Win=1006 Len=0 TSval=4171463366 TSecr=1007567188"
"8827","129.833033354","117.18.237.29","10.43.1.228","OCSP","935","80","48510","Response"
"8828","129.833113707","10.43.1.228","117.18.237.29","TCP","66","48510","80","48510  >  80 [ACK] Seq=760 Ack=1738 Win=501 Len=0 TSval=1007567232 TSecr=2798412957"
"8830","129.840316576","10.43.1.228","117.18.237.29","OCSP","445","48510","80","Request"
"8831","129.840611025","117.18.237.29","10.43.1.228","TCP","66","80","48510","80  >  48510 [ACK] Seq=1738 Ack=1139 Win=1000 Len=0 TSval=2798412957 TSecr=1007567239"
"8832","129.854135257","117.18.237.29","10.43.1.228","OCSP","935","80","48512","Response"
"8833","129.854203867","10.43.1.228","117.18.237.29","TCP","66","48512","80","48512  >  80 [ACK] Seq=760 Ack=1738 Win=501 Len=0 TSval=1007567253 TSecr=4171463436"
"8834","129.859697757","10.43.1.228","117.18.237.29","OCSP","445","48512","80","Request"
"8835","129.859846405","117.18.237.29","10.43.1.228","TCP","66","80","48512","80  >  48512 [ACK] Seq=1738 Ack=1139 Win=1000 Len=0 TSval=4171463436 TSecr=1007567259"
"8846","129.910409405","117.18.237.29","10.43.1.228","OCSP","935","80","48510","Response"
"8847","129.910440546","10.43.1.228","117.18.237.29","TCP","66","48510","80","48510  >  80 [ACK] Seq=1139 Ack=2607 Win=501 Len=0 TSval=1007567309 TSecr=2798413027"
"8848","129.911838053","10.43.1.228","35.162.83.120","TLSv1.2","775","54246","443","Application Data"
"8849","129.912065278","35.162.83.120","10.43.1.228","TCP","66","443","54246","443  >  54246 [ACK] Seq=3581 Ack=1046 Win=64448 Len=0 TSval=2932474565 TSecr=4196482184"
"8851","129.921831893","117.18.237.29","10.43.1.228","OCSP","935","80","48512","Response"
"8852","129.921862994","10.43.1.228","117.18.237.29","TCP","66","48512","80","48512  >  80 [ACK] Seq=1139 Ack=2607 Win=501 Len=0 TSval=1007567321 TSecr=4171463496"
"8853","129.923268584","10.43.1.228","35.162.83.120","TLSv1.2","784","54248","443","Application Data"
"8854","129.923464442","35.162.83.120","10.43.1.228","TCP","66","443","54248","443  >  54248 [ACK] Seq=3581 Ack=1055 Win=64448 Len=0 TSval=3726858563 TSecr=4196482195"
"8860","130.051846682","35.162.83.120","10.43.1.228","TLSv1.2","117","443","54246","Change Cipher Spec, Encrypted Handshake Message"
"8861","130.051926994","10.43.1.228","35.162.83.120","TCP","66","54246","443","54246  >  443 [ACK] Seq=1046 Ack=3632 Win=64128 Len=0 TSval=4196482324 TSecr=2932474705"
"8862","130.073128309","35.162.83.120","10.43.1.228","TLSv1.2","117","443","54248","Change Cipher Spec, Encrypted Handshake Message"
"8863","130.073206404","10.43.1.228","35.162.83.120","TCP","66","54248","443","54248  >  443 [ACK] Seq=1055 Ack=3632 Win=64128 Len=0 TSval=4196482345 TSecr=3726858713"
"8869","130.209470420","35.162.83.120","10.43.1.228","TLSv1.2","1530","443","54248","Application Data"
"8870","130.209575027","10.43.1.228","35.162.83.120","TCP","66","54248","443","54248  >  443 [ACK] Seq=1055 Ack=5096 Win=64128 Len=0 TSval=4196482481 TSecr=3726858843"
"8871","130.218798145","35.162.83.120","10.43.1.228","TCP","1514","443","54246","443  >  54246 [ACK] Seq=3632 Ack=1046 Win=64448 Len=1448 TSval=2932474875 TSecr=4196482324 [TCP segment of a reassembled PDU]"
"8872","130.218906034","10.43.1.228","35.162.83.120","TCP","66","54246","443","54246  >  443 [ACK] Seq=1046 Ack=5080 Win=64128 Len=0 TSval=4196482491 TSecr=2932474875"
"8873","130.218942908","35.162.83.120","10.43.1.228","TLSv1.2","1400","443","54246","Application Data, Application Data"
"8874","130.218981426","10.43.1.228","35.162.83.120","TCP","66","54246","443","54246  >  443 [ACK] Seq=1046 Ack=6414 Win=63616 Len=0 TSval=4196482491 TSecr=2932474875"
"8920","130.613607963","10.43.1.228","13.224.21.61","TCP","74","38414","443","38414  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=3431915816 TSecr=0 WS=128"
"8921","130.613719440","13.224.21.61","10.43.1.228","TCP","74","443","38414","443  >  38414 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460 WS=64 SACK_PERM=1 TSval=3413312589 TSecr=3431915816"
"8922","130.613809549","10.43.1.228","13.224.21.61","TCP","66","38414","443","38414  >  443 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=3431915817 TSecr=3413312589"
"8923","130.613879202","10.43.1.228","13.224.21.61","TCP","74","38416","443","38416  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=3431915817 TSecr=0 WS=128"
"8924","130.613988350","13.224.21.61","10.43.1.228","TCP","74","443","38416","443  >  38416 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460 WS=64 SACK_PERM=1 TSval=3338100223 TSecr=3431915817"
"8925","130.614042707","10.43.1.228","13.224.21.61","TCP","66","38416","443","38416  >  443 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=3431915817 TSecr=3338100223"
"8926","130.614318801","10.43.1.228","13.224.21.61","TLSv1.2","265","38414","443","Client Hello"
"8927","130.614440823","13.224.21.61","10.43.1.228","TCP","66","443","38414","443  >  38414 [ACK] Seq=1 Ack=200 Win=65280 Len=0 TSval=3413312589 TSecr=3431915817"
"8928","130.614795598","10.43.1.228","13.224.21.61","TLSv1.2","265","38416","443","Client Hello"
"8929","130.614922110","13.224.21.61","10.43.1.228","TCP","66","443","38416","443  >  38416 [ACK] Seq=1 Ack=200 Win=65280 Len=0 TSval=3338100223 TSecr=3431915818"
"8938","130.714307606","13.224.21.61","10.43.1.228","TLSv1.2","1434","443","38416","Server Hello"
"8939","130.714386760","10.43.1.228","13.224.21.61","TCP","66","38416","443","38416  >  443 [ACK] Seq=200 Ack=1369 Win=64128 Len=0 TSval=3431915917 TSecr=3338100323"
"8940","130.714424076","13.224.21.61","10.43.1.228","TLSv1.2","1434","443","38414","Server Hello"
"8941","130.714441960","10.43.1.228","13.224.21.61","TCP","66","38414","443","38414  >  443 [ACK] Seq=200 Ack=1369 Win=64128 Len=0 TSval=3431915917 TSecr=3413312689"
"8942","130.714447537","13.224.21.61","10.43.1.228","TCP","1434","443","38414","443  >  38414 [PSH, ACK] Seq=1369 Ack=200 Win=65280 Len=1368 TSval=3413312689 TSecr=3431915817 [TCP segment of a reassembled PDU]"
"8943","130.714471243","10.43.1.228","13.224.21.61","TCP","66","38414","443","38414  >  443 [ACK] Seq=200 Ack=2737 Win=63616 Len=0 TSval=3431915917 TSecr=3413312689"
"8944","130.714476138","13.224.21.61","10.43.1.228","TCP","1434","443","38416","443  >  38416 [PSH, ACK] Seq=1369 Ack=200 Win=65280 Len=1368 TSval=3338100323 TSecr=3431915818 [TCP segment of a reassembled PDU]"
"8945","130.714493940","10.43.1.228","13.224.21.61","TCP","66","38416","443","38416  >  443 [ACK] Seq=200 Ack=2737 Win=63616 Len=0 TSval=3431915917 TSecr=3338100323"
"8946","130.714551197","13.224.21.61","10.43.1.228","TLSv1.2","1226","443","38414","Certificate, Certificate Status, Server Key Exchange, Server Hello Done"
"8947","130.714578808","10.43.1.228","13.224.21.61","TCP","66","38414","443","38414  >  443 [ACK] Seq=200 Ack=3897 Win=62720 Len=0 TSval=3431915917 TSecr=3413312689"
"8948","130.714623243","13.224.21.61","10.43.1.228","TLSv1.2","1226","443","38416","Certificate, Certificate Status, Server Key Exchange, Server Hello Done"
"8949","130.714650334","10.43.1.228","13.224.21.61","TCP","66","38416","443","38416  >  443 [ACK] Seq=200 Ack=3897 Win=62720 Len=0 TSval=3431915918 TSecr=3338100323"
"8950","130.729029360","10.43.1.228","13.224.21.61","TLSv1.2","192","38416","443","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"8951","130.729171274","13.224.21.61","10.43.1.228","TCP","66","443","38416","443  >  38416 [ACK] Seq=3897 Ack=326 Win=65152 Len=0 TSval=3338100333 TSecr=3431915932"
"8952","130.736358702","13.224.21.61","10.43.1.228","TLSv1.2","308","443","38416","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"8953","130.736418798","10.43.1.228","13.224.21.61","TCP","66","38416","443","38416  >  443 [ACK] Seq=326 Ack=4139 Win=64128 Len=0 TSval=3431915939 TSecr=3338100343"
"8954","130.736432780","13.224.21.61","10.43.1.228","TLSv1.2","135","443","38416","Application Data"
"8955","130.736448946","10.43.1.228","13.224.21.61","TCP","66","38416","443","38416  >  443 [ACK] Seq=326 Ack=4208 Win=64128 Len=0 TSval=3431915939 TSecr=3338100343"
"8957","130.740420726","10.43.1.228","13.224.21.61","TLSv1.2","192","38414","443","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"8958","130.740547238","13.224.21.61","10.43.1.228","TCP","66","443","38414","443  >  38414 [ACK] Seq=3897 Ack=326 Win=65152 Len=0 TSval=3413312709 TSecr=3431915943"
"8959","130.741727259","10.43.1.228","13.224.21.61","TLSv1.2","243","38416","443","Application Data"
"8960","130.741789826","10.43.1.228","13.224.21.61","TLSv1.2","397","38416","443","Application Data"
"8961","130.741835898","13.224.21.61","10.43.1.228","TCP","66","443","38416","443  >  38416 [ACK] Seq=4208 Ack=503 Win=65024 Len=0 TSval=3338100343 TSecr=3431915945"
"8962","130.742046686","13.224.21.61","10.43.1.228","TCP","66","443","38416","443  >  38416 [ACK] Seq=4208 Ack=834 Win=64640 Len=0 TSval=3338100343 TSecr=3431915945"
"8963","130.742203691","10.43.1.228","13.224.21.61","TLSv1.2","260","38414","443","Application Data"
"8964","130.742325038","13.224.21.61","10.43.1.228","TCP","66","443","38414","443  >  38414 [ACK] Seq=3897 Ack=520 Win=64960 Len=0 TSval=3413312709 TSecr=3431915945"
"8965","130.743210504","10.43.1.228","13.224.21.61","TLSv1.2","258","38416","443","Application Data"
"8966","130.743334426","10.43.1.228","13.224.21.61","TLSv1.2","104","38416","443","Application Data"
"8967","130.743336791","13.224.21.61","10.43.1.228","TCP","66","443","38416","443  >  38416 [ACK] Seq=4208 Ack=1026 Win=64448 Len=0 TSval=3338100353 TSecr=3431915946"
"8968","130.743438647","13.224.21.61","10.43.1.228","TCP","66","443","38416","443  >  38416 [ACK] Seq=4208 Ack=1064 Win=64448 Len=0 TSval=3338100353 TSecr=3431915946"
"8970","130.748215408","13.224.21.61","10.43.1.228","TLSv1.2","308","443","38414","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"8971","130.748294011","10.43.1.228","13.224.21.61","TCP","66","38414","443","38414  >  443 [ACK] Seq=520 Ack=4139 Win=64128 Len=0 TSval=3431915951 TSecr=3413312719"
"8972","130.748330980","13.224.21.61","10.43.1.228","TLSv1.2","135","443","38414","Application Data"
"8973","130.748349042","10.43.1.228","13.224.21.61","TCP","66","38414","443","38414  >  443 [ACK] Seq=520 Ack=4208 Win=64128 Len=0 TSval=3431915951 TSecr=3413312719"
"8974","130.748401585","13.224.21.61","10.43.1.228","TLSv1.2","104","443","38416","Application Data"
"8975","130.748427538","10.43.1.228","13.224.21.61","TCP","66","38416","443","38416  >  443 [ACK] Seq=1064 Ack=4246 Win=64128 Len=0 TSval=3431915951 TSecr=3338100353"
"8976","130.749258150","13.224.21.61","10.43.1.228","TLSv1.2","104","443","38414","Application Data"
"8977","130.749327927","10.43.1.228","13.224.21.61","TCP","66","38414","443","38414  >  443 [ACK] Seq=520 Ack=4246 Win=64128 Len=0 TSval=3431915952 TSecr=3413312719"
"8978","130.749413395","10.43.1.228","13.224.21.61","TLSv1.2","97","38414","443","Encrypted Alert"
"8979","130.749467247","10.43.1.228","13.224.21.61","TCP","66","38414","443","38414  >  443 [RST, ACK] Seq=551 Ack=4246 Win=64128 Len=0 TSval=3431915952 TSecr=3413312719"
"8980","130.749548076","13.224.21.61","10.43.1.228","TCP","66","443","38414","443  >  38414 [ACK] Seq=4246 Ack=551 Win=64960 Len=0 TSval=3413312719 TSecr=3431915952"
"8981","130.749618077","10.43.1.228","13.224.21.61","TCP","54","38414","443","38414  >  443 [RST] Seq=551 Win=0 Len=0"
"9006","131.016787539","13.224.21.61","10.43.1.228","TLSv1.2","1023","443","38416","Application Data, Application Data"
"9007","131.016891994","10.43.1.228","13.224.21.61","TCP","66","38416","443","38416  >  443 [ACK] Seq=1064 Ack=5203 Win=64128 Len=0 TSval=3431916220 TSecr=3338100623"
"9009","131.082026216","13.224.21.61","10.43.1.228","TLSv1.2","823","443","38416","Application Data"
"9010","131.082104512","10.43.1.228","13.224.21.61","TCP","66","38416","443","38416  >  443 [ACK] Seq=1064 Ack=5960 Win=64128 Len=0 TSval=3431916285 TSecr=3338100683"
"9011","131.082139863","13.224.21.61","10.43.1.228","TLSv1.2","104","443","38416","Application Data"
"9012","131.082158053","10.43.1.228","13.224.21.61","TCP","66","38416","443","38416  >  443 [ACK] Seq=1064 Ack=5998 Win=64128 Len=0 TSval=3431916285 TSecr=3338100683"
"9027","131.152723071","10.43.1.228","99.86.31.6","TCP","74","34030","443","34030  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=4037516269 TSecr=0 WS=128"
"9028","131.152839856","99.86.31.6","10.43.1.228","TCP","74","443","34030","443  >  34030 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460 WS=64 SACK_PERM=1 TSval=1402650053 TSecr=4037516269"
"9029","131.152952276","10.43.1.228","99.86.31.6","TCP","66","34030","443","34030  >  443 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=4037516269 TSecr=1402650053"
"9030","131.153448984","10.43.1.228","99.86.31.6","TLSv1.2","264","34030","443","Client Hello"
"9031","131.153623824","99.86.31.6","10.43.1.228","TCP","66","443","34030","443  >  34030 [ACK] Seq=1 Ack=199 Win=65280 Len=0 TSval=1402650053 TSecr=4037516269"
"9055","131.604336997","99.86.31.6","10.43.1.228","TLSv1.2","1434","443","34030","Server Hello"
"9056","131.604443540","10.43.1.228","99.86.31.6","TCP","66","34030","443","34030  >  443 [ACK] Seq=199 Ack=1369 Win=64128 Len=0 TSval=4037516720 TSecr=1402650503"
"9057","131.604459451","99.86.31.6","10.43.1.228","TCP","1434","443","34030","443  >  34030 [PSH, ACK] Seq=1369 Ack=199 Win=65280 Len=1368 TSval=1402650503 TSecr=4037516269 [TCP segment of a reassembled PDU]"
"9058","131.604482951","10.43.1.228","99.86.31.6","TCP","66","34030","443","34030  >  443 [ACK] Seq=199 Ack=2737 Win=63616 Len=0 TSval=4037516720 TSecr=1402650503"
"9059","131.604489385","99.86.31.6","10.43.1.228","TLSv1.2","1111","443","34030","Certificate, Certificate Status, Server Key Exchange, Server Hello Done"
"9060","131.604504945","10.43.1.228","99.86.31.6","TCP","66","34030","443","34030  >  443 [ACK] Seq=199 Ack=3782 Win=62848 Len=0 TSval=4037516720 TSecr=1402650503"
"9061","131.611144357","10.43.1.228","99.86.31.6","TLSv1.2","192","34030","443","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"9062","131.611219316","10.43.1.228","99.86.31.6","TLSv1.2","443","34030","443","Application Data"
"9063","131.611239916","99.86.31.6","10.43.1.228","TCP","66","443","34030","443  >  34030 [ACK] Seq=3782 Ack=325 Win=65152 Len=0 TSval=1402650503 TSecr=4037516727"
"9064","131.611341177","99.86.31.6","10.43.1.228","TCP","66","443","34030","443  >  34030 [ACK] Seq=3782 Ack=702 Win=64832 Len=0 TSval=1402650503 TSecr=4037516727"
"9066","131.618430155","99.86.31.6","10.43.1.228","TLSv1.2","308","443","34030","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"9067","131.618458695","10.43.1.228","99.86.31.6","TCP","66","34030","443","34030  >  443 [ACK] Seq=702 Ack=4024 Win=64128 Len=0 TSval=4037516734 TSecr=1402650513"
"9068","131.618987699","99.86.31.6","10.43.1.228","TLSv1.2","658","443","34030","Application Data"
"9069","131.619011813","10.43.1.228","99.86.31.6","TCP","66","34030","443","34030  >  443 [ACK] Seq=702 Ack=4616 Win=64128 Len=0 TSval=4037516735 TSecr=1402650513"
"9070","131.619038446","99.86.31.6","10.43.1.228","TCP","1434","443","34030","443  >  34030 [PSH, ACK] Seq=4616 Ack=702 Win=64832 Len=1368 TSval=1402650513 TSecr=4037516734 [TCP segment of a reassembled PDU]"
"9071","131.619044985","10.43.1.228","99.86.31.6","TCP","66","34030","443","34030  >  443 [ACK] Seq=702 Ack=5984 Win=64000 Len=0 TSval=4037516735 TSecr=1402650513"
"9072","131.619170093","99.86.31.6","10.43.1.228","TCP","1514","443","34030","443  >  34030 [ACK] Seq=5984 Ack=702 Win=64832 Len=1448 TSval=1402650513 TSecr=4037516734 [TCP segment of a reassembled PDU]"
"9073","131.619198290","10.43.1.228","99.86.31.6","TCP","66","34030","443","34030  >  443 [ACK] Seq=702 Ack=7432 Win=62976 Len=0 TSval=4037516735 TSecr=1402650513"
"9074","131.619289274","99.86.31.6","10.43.1.228","TCP","1514","443","34030","443  >  34030 [ACK] Seq=7432 Ack=702 Win=64832 Len=1448 TSval=1402650513 TSecr=4037516734 [TCP segment of a reassembled PDU]"
"9075","131.619309947","10.43.1.228","99.86.31.6","TCP","66","34030","443","34030  >  443 [ACK] Seq=702 Ack=8880 Win=64128 Len=0 TSval=4037516735 TSecr=1402650513"
"9076","131.619443158","99.86.31.6","10.43.1.228","TCP","1514","443","34030","443  >  34030 [ACK] Seq=8880 Ack=702 Win=64832 Len=1448 TSval=1402650513 TSecr=4037516734 [TCP segment of a reassembled PDU]"
"9077","131.619463287","10.43.1.228","99.86.31.6","TCP","66","34030","443","34030  >  443 [ACK] Seq=702 Ack=10328 Win=64128 Len=0 TSval=4037516735 TSecr=1402650513"
"9078","131.619574095","99.86.31.6","10.43.1.228","TCP","1514","443","34030","443  >  34030 [ACK] Seq=10328 Ack=702 Win=64832 Len=1448 TSval=1402650513 TSecr=4037516734 [TCP segment of a reassembled PDU]"
"9079","131.619593523","10.43.1.228","99.86.31.6","TCP","66","34030","443","34030  >  443 [ACK] Seq=702 Ack=11776 Win=64128 Len=0 TSval=4037516736 TSecr=1402650513"
"9080","131.619661268","99.86.31.6","10.43.1.228","TCP","1514","443","34030","443  >  34030 [ACK] Seq=11776 Ack=702 Win=64832 Len=1448 TSval=1402650513 TSecr=4037516735 [TCP segment of a reassembled PDU]"
